Movie_Title,Release_Date,Wikipedia_URL,Genre,Director_1,Director_2,Cast_1,Cast_2,Cast_3,Cast_4,Cast_5,Budget,Revenue
10 Cloverfield Lane,3/8/16,https://en.wikipedia.org/wiki/10_Cloverfield_Lane,Suspense,Dan Trachtenberg,,Mary Elizabeth Winstead,John Goodman,John Gallagher,,,"$15,000,000.00 ","$108,300,000.00 "
13 Hours: The Secret Soldiers of Benghazi,1/15/16,https://en.wikipedia.org/wiki/13_Hours:_The_Secret_Soldiers_of_Benghazi,Ação,Michael Bay,,James Badge Dale,John Krasinski,Toby Stephens,Pablo Schreiber,Max Martini,"$45,000,000.00 ","$69,400,000.00 "
2 Guns,8/2/13,https://en.wikipedia.org/wiki/2_Guns,Ação,Baltasar Kormákur,,Mark Wahlberg,Denzel Washington,Paula Patton,Bill Paxton,Edward James Olmos,"$61,000,000.00 ","$131,900,000.00 "
21 Jump Street,3/16/12,https://en.wikipedia.org/wiki/21_Jump_Street_(film),Comédia,Phil Lord,Chris Miller,Jonah Hill,Channing Tatum,Ice Cube,Brie Larson,Rob Riggle,"$55,000,000.00 ","$201,500,000.00 "
22 Jump Street,6/4/14,https://en.wikipedia.org/wiki/22_Jump_Street,Ação,Phil Lord,Chris Miller,Channing Tatum,Jonah Hill,Ice Cube,,,"$84,500,000.00 ","$331,300,000.00 "
300: Rise of an Empire,3/4/14,https://en.wikipedia.org/wiki/300:_Rise_of_an_Empire,Ação,Noam Murro,,Rodrigo Santoro,Eva Green,Sullivan Stapleton,Hans Matheson,Lena Headey,"$110,000,000.00 ","$337,600,000.00 "
42,4/12/13,https://en.wikipedia.org/wiki/42_(film),Biografia,Brian Helgeland,,Harrison Ford,Chadwick Boseman,Christopher Meloni,Ryan Merriman,Andre Holland,"$40,000,000.00 ","$97,500,000.00 "
71,2/7/14,https://en.wikipedia.org/wiki/%252771_(film),Ação,Yann Demange,,Jack O'Connell,Richard Dormer,Sean Harris,Sam Reid,,"$8,100,000.00 ","$2,900,000.00 "
90 Minutes in Heaven,9/11/15,https://en.wikipedia.org/wiki/90_Minutes_in_Heaven_(film),Drama,Michael Polish,,Hayden Christensen,Kate Bosworth,Dwight Yoakam,Michael W. Smith,,"$5,000,000.00 ","$4,800,000.00 "
A Good Day to Die Hard,2/14/13,https://en.wikipedia.org/wiki/A_Good_Day_to_Die_Hard,Ação,John Moore,,Bruce Willis,Jai Courtney,Sebastian Koch,Yuliya Snigir,Radivoje Bukvić,"$92,000,000.00 ","$304,700,000.00 "
A Haunted House,1/11/13,https://en.wikipedia.org/wiki/A_Haunted_House_(film),Comédia,Michael Tiddes,,Marlon Wayans,Nick Swardson,David Koechner,Essence Atkins,Cedric the Entertainer,"$2,500,000.00 ","$60,100,000.00 "
A Haunted House 2,4/18/14,https://en.wikipedia.org/wiki/A_Haunted_House_2,Comédia,Michael Tiddes,,Marlon Wayans,Jaime Pressly,Essence Atkins,Cedric the Entertainer,Gabriel Iglesias,"$4,000,000.00 ","$24,000,000.00 "
A Long Way Down,2/10/14,https://en.wikipedia.org/wiki/A_Long_Way_Down_(film),Comédia,Pascal Chaumeil,,Toni Collette,Pierce Brosnan,Aaron Paul,Imogen Poots,,"$22,700,000.00 ","$7,100,000.00 "
A Most Violent Year,11/6/14,https://en.wikipedia.org/wiki/A_Most_Violent_Year,Ação,J. C. Chandor,,Oscar Isaac,Jessica Chastain,Alessandro Nivola,David Oyelowo,Albert Brooks,"$20,000,000.00 ","$12,000,000.00 "
A Most Wanted Man,1/19/14,https://en.wikipedia.org/wiki/A_Most_Wanted_Man_(film),Suspense,Anton Corbijn,,Philip Seymour Hoffman,Rachel McAdams,Robin Wright,Willem Dafoe,Grigoriy Dobrygin,"$15,000,000.00 ","$36,200,000.00 "
A Thousand Words,3/9/12,https://en.wikipedia.org/wiki/A_Thousand_Words_(film),Comédia,Brian Robbins,,Eddie Murphy,Kerry Washington,Cliff Curtis,Clark Duke,Allison Janney,"$40,000,000.00 ","$22,000,000.00 "
A Walk Among the Tombstones,9/19/14,https://en.wikipedia.org/wiki/A_Walk_Among_the_Tombstones_(film),Crime,Scott Frank,,Liam Neeson,Dan Stevens,Ruth Wilson,Boyd Holbrook,,"$28,000,000.00 ","$58,800,000.00 "
A Walk in the Woods,1/23/15,https://en.wikipedia.org/wiki/A_Walk_in_the_Woods_(film),Aventura,Ken Kwapis,,Robert Redford,Nick Nolte,Emma Thompson,,,"$8,000,000.00 ","$36,000,000.00 "
Abraham Lincoln: Vampire Hunter,6/22/12,https://en.wikipedia.org/wiki/Abraham_Lincoln:_Vampire_Hunter_(film),Terror,Timur Bekmambetov,,Benjamin Walker,Dominic Cooper,Anthony Mackie,Mary Elizabeth Winstead,Rufus Sewell,"$99,500,000.00 ","$116,400,000.00 "
After Earth,5/31/13,https://en.wikipedia.org/wiki/After_Earth,Ficção científica,M. Night Shyamalan,,Jaden Smith,Will Smith,Isabelle Fuhrman,Zoe Kravitz,,"$130,000,000.00 ","$243,800,000.00 "
Ain't Them Bodies Saints,8/16/13,https://en.wikipedia.org/wiki/Ain%2527t_Them_Bodies_Saints,Drama,David Lowery,,Casey Affleck,Rooney Mara,Ben Foster,Rami Malek,Keith Carradine,"$4,000,000.00 ","$1,000,000.00 "
Alex Cross,10/19/12,https://en.wikipedia.org/wiki/Alex_Cross_(film),Crime,Rob Cohen,,Tyler Perry,Matthew Fox,Rachel Nichols,Edward Burns,Jean Reno,"$35,000,000.00 ","$34,600,000.00 "
Aloha,5/27/15,https://en.wikipedia.org/wiki/Aloha_(film),Romance,Cameron Crowe,,Bradley Cooper,Emma Stone,Alec Baldwin,Rachel McAdams,Bill Murray,"$52,000,000.00 ","$26,300,000.00 "
Alvin and the Chipmunks: The Road Chip,12/18/15,https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks:_The_Road_Chip,Comédia,Walt Becker,,Jason Lee,Tony Hale,Kimberly Williams-Paisley,Josh Green,Bella Thorne,"$90,000,000.00 ","$234,800,000.00 "
American Reunion,4/6/12,https://en.wikipedia.org/wiki/American_Reunion,Comédia,Jon Hurwitz,,Alyson Hannigan,Seann William Scott,Tara Reid,Jason Biggs,Eugene Levy,"$50,000,000.00 ","$235,000,000.00 "
American Sniper,11/11/14,https://en.wikipedia.org/wiki/American_Sniper,Drama,Clint Eastwood,,Bradley Cooper,Sienna Miller,Max Charles,Luke Grimes,,"$58,800,000.00 ","$547,400,000.00 "
American Ultra,8/21/15,https://en.wikipedia.org/wiki/American_Ultra,Ação,Nima Nourizadeh,,Jesse Eisenberg,Kristen Stewart,Connie Britton,Topher Grace,John Leguizamo,"$28,000,000.00 ","$27,100,000.00 "
Amy,6/16/15,https://en.wikipedia.org/wiki/Amy_(2015_film),Biografia,Asif Kapadia,,Amy Winehouse,Mitchell Winehouse,Janis Winehouse,Raye Cosbert,Nick Shymansky,"$3,400,000.00 ","$22,000,000.00 "
Annabelle,9/26/14,https://en.wikipedia.org/wiki/Annabelle_(film),Terror,John R. Leonetti,,Annabelle Wallis,Alfre Woodard,Eric Ladin,Brian Howe,,"$6,500,000.00 ","$256,900,000.00 "
Annie,12/7/14,https://en.wikipedia.org/wiki/Annie_(2014_film),Comédia,Will Gluck,,Quvenzhané Wallis,Jamie Foxx,Cameron Diaz,Rose Byrne,Bobby Cannavale,"$65,000,000.00 ","$133,800,000.00 "
Ant-Man,6/29/15,https://en.wikipedia.org/wiki/Ant-Man_(film),Ação,Peyton Reed,,Paul Rudd,Evangeline Lilly,Corey Stoll,Bobby Cannavale,Michael Peña,"$130,000,000.00 ","$519,400,000.00 "
Argo,10/12/12,https://en.wikipedia.org/wiki/Argo_(2012_film),Drama,Ben Affleck,,Ben Affleck,John Goodman,Alan Arkin,Bryan Cranston,Victor Garber,"$44,500,000.00 ","$232,300,000.00 "
"As Above, So Below",8/29/14,"https://en.wikipedia.org/wiki/As_Above,_So_Below_(film)",Terror,John Erick Dowdle,,Drew Dowdle (screenplay)Perdita Weeks,Ben Feldman,Edwin Hodge,François Civil,Marion Lambert,"$5,000,000.00 ","$5,000,000.00 "
Bad Moms,7/29/16,https://en.wikipedia.org/wiki/Bad_Moms,Comédia,Jon Lucas,Scott Moore,Mila Kunis,Christina Applegate,Kristen Bell,Jada Pinkett Smith,Kathryn Hahn,"$20,000,000.00 ","$124,200,000.00 "
Barbershop: The Next Cut,4/15/16,https://en.wikipedia.org/wiki/Barbershop:_The_Next_Cut,Comédia,Malcolm D. Lee,,Ice Cube,Cedric the Entertainer,Nicki Minaj,Regina Hall,Eve,"$20,000,000.00 ","$55,000,000.00 "
Batman v Superman: Dawn of Justice,3/19/16,https://en.wikipedia.org/wiki/Batman_v_Superman:_Dawn_of_Justice,Ação,Zack Snyder,,Ben Affleck,Henry Cavill,Amy Adams,Jesse Eisenberg,Diane Lane,"$250,000,000.00 ","$872,700,000.00 "
Batman: The Killing Joke,7/25/16,https://en.wikipedia.org/wiki/Batman:_The_Killing_Joke_(film),Ação,Sam Liu,Bruce Timm,Kevin Conroy,Mark Hamill,Tara Strong,Ray Wise,,"$3,500,000.00 ","$4,400,000.00 "
Battle of the Year,9/20/13,https://en.wikipedia.org/wiki/Battle_of_the_Year_(film),Musical,Benson Lee,,Josh Holloway,Laz Alonso,Josh Peck,Caity Lotz,Chris Brown,"$20,000,000.00 ","$16,500,000.00 "
Battleship,5/18/12,https://en.wikipedia.org/wiki/Battleship_(film),Ação,Peter Berg,,Alexander Skarsgård,Taylor Kitsch,Brooklyn Decker,Rihanna,Liam Neeson,"$220,000,000.00 ","$303,000,000.00 "
Beasts of the Southern Wild,6/27/12,https://en.wikipedia.org/wiki/Beasts_of_the_Southern_Wild,Drama,Benh Zeitlin,,Quvenzhané Wallis,Dwight Henry,,,,"$1,800,000.00 ","$21,900,000.00 "
Beautiful Creatures,2/14/13,https://en.wikipedia.org/wiki/Beautiful_Creatures_(2013_film),Fantasia,Richard LaGravenese,,Viola Davis,Alice Englert,Emma Thompson,Emmy Rossum,Jeremy Irons,"$60,000,000.00 ","$60,100,000.00 "
Before I Go to Sleep,9/4/14,https://en.wikipedia.org/wiki/Before_I_Go_to_Sleep_(film),Mistério,Rowan Joffé,,Nicole Kidman,Mark Strong,Colin Firth,Anne-Marie Duff,,"$22,000,000.00 ","$15,100,000.00 "
Ben-Hur,8/19/16,https://en.wikipedia.org/wiki/Ben-Hur_(2016_film),Aventura,Timur Bekmambetov,,Jack Huston,Morgan Freeman,Toby Kebbell,Rodrigo Santoro,Nazanin Boniadi,"$100,000,000.00 ","$41,400,000.00 "
Beyond the Lights,9/6/14,https://en.wikipedia.org/wiki/Beyond_the_Lights,Romance,Gina Prince-Bythewood,,Gugu Mbatha-Raw,Nate Parker,Minnie Driver,Danny Glover,,"$7,000,000.00 ","$14,600,000.00 "
Big Eyes,12/25/14,https://en.wikipedia.org/wiki/Big_Eyes,Biografia,Tim Burton,,Amy Adams,Christoph Waltz,Krysten Ritter,Danny Huston,Terence Stamp,"$10,000,000.00 ","$29,300,000.00 "
Black Mass,9/4/15,https://en.wikipedia.org/wiki/Black_Mass_(film),Ação,Scott Cooper,,Johnny Depp,Joel Edgerton,Benedict Cumberbatch,Sienna Miller,Dakota Johnson,"$53,000,000.00 ","$99,800,000.00 "
Blackhat,1/8/15,https://en.wikipedia.org/wiki/Blackhat_(film),Ação,Michael Mann,,Chris Hemsworth,Viola Davis,John Ortiz,Yorick van Wageningen,Tang Wei,"$70,000,000.00 ","$19,700,000.00 "
Blended,5/23/14,https://en.wikipedia.org/wiki/Blended_(film),Comédia,Frank Coraci,,Adam Sandler,Drew Barrymore,Bella Thorne,Emma Fuhrmann,Terry Crews,"$40,000,000.00 ","$128,000,000.00 "
Blue Jasmine,7/26/13,https://en.wikipedia.org/wiki/Blue_Jasmine,Drama,Woody Allen,,Alec Baldwin,Cate Blanchett,Bobby Cannavale,Louis C.K.,Andrew Dice Clay,"$18,000,000.00 ","$97,500,000.00 "
Boyhood,1/19/14,https://en.wikipedia.org/wiki/Boyhood_(film),Drama,Richard Linklater,,Ethan Hawke,Patricia Arquette,Ellar Coltrane,,,"$4,000,000.00 ","$44,500,000.00 "
Brick Mansions,4/23/14,https://en.wikipedia.org/wiki/Brick_Mansions,Ação,Camille Delamarre,,Paul Walker,David Belle,RZA,,,"$23,000,000.00 ","$69,000,000.00 "
Bridge of Spies,10/4/15,https://en.wikipedia.org/wiki/Bridge_of_Spies_(film),Drama,Steven Spielberg,,Tom Hanks,Mark Rylance,Amy Ryan,Alan Alda,Austin Stowell,"$40,000,000.00 ","$165,500,000.00 "
Brooklyn,1/26/15,https://en.wikipedia.org/wiki/Brooklyn_(film),Drama,John Crowley,,Saoirse Ronan,Emory Cohen,Domhnall Gleeson,Jim Broadbent,Julie Walters,"$11,000,000.00 ","$62,100,000.00 "
Bullet to the Head,2/1/13,https://en.wikipedia.org/wiki/Bullet_to_the_Head,Crime,Walter Hill,,Sylvester Stallone,Sung Kang,Sarah Shahi,Adewale Akinnuoye-Agbaje,Religious Slater,"$55,000,000.00 ","$21,900,000.00 "
Burnt,10/6/15,https://en.wikipedia.org/wiki/Burnt_(film),Comédia,John Wells,,Bradley Cooper,Jamie Dornan,Emma Thompson,Sienna Miller,Daniel Brühl,"$20,000,000.00 ","$36,600,000.00 "
By the Sea,11/5/15,https://en.wikipedia.org/wiki/By_the_Sea_(2015_film),Drama,Angelina Jolie,,Angelina Jolie,Brad Pitt,Mélanie Laurent,Niels Arestrup,Melvil Poupaud,"$10,000,000.00 ","$3,300,000.00 "
Captain America: The Winter Soldier,3/13/14,https://en.wikipedia.org/wiki/Captain_America:_The_Winter_Soldier,Ação,Anthony Russo,Joe Russo,Chris Evans,Scarlett Johansson,Sebastian Stan,Anthony Mackie,Cobie Smulders,"$170,000,000.00 ","$714,400,000.00 "
Captive,9/18/15,https://en.wikipedia.org/wiki/Captive_(2015_film),Crime,Jerry Jameson,,David Oyelowo,Kate Mara,Michael K. Williams,Leonor Varela,Jessica Oyelowo,"$2,000,000.00 ","$2,800,000.00 "
Carol,5/17/15,https://en.wikipedia.org/wiki/Carol_(film),Drama,Todd Haynes,,Cate Blanchett,Rooney Mara,Sarah Paulson,Kyle Chandler,Jake Lacy,"$11,800,000.00 ","$40,300,000.00 "
Central Intelligence,6/10/16,https://en.wikipedia.org/wiki/Central_Intelligence,Ação,Rawson Marshall Thurber,,Dwayne Johnson,Kevin Hart,Amy Ryan,Aaron Paul,,"$50,000,000.00 ","$212,200,000.00 "
Cesar Chavez,2/12/14,https://en.wikipedia.org/wiki/Cesar_Chavez_(film),Drama,Diego Luna,,Michael Peña,America Ferrera,Rosario Dawson,John Malkovich,,"$10,000,000.00 ","$6,700,000.00 "
Chappie,3/4/15,https://en.wikipedia.org/wiki/Chappie_(film),Ficção científica,Neill Blomkamp,,Sharlto Copley,Ninja,Yolandi Visser,Dev Patel,Hugh Jackman,"$49,000,000.00 ","$102,100,000.00 "
Chasing Mavericks,10/26/12,https://en.wikipedia.org/wiki/Chasing_Mavericks,Biografia,Curtis Hanson,Michael Apted,Gerard Butler,Jonny Weston,Elisabeth Shue,Abigail Spencer,,"$20,000,000.00 ","$8,300,000.00 "
Chef,3/7/14,https://en.wikipedia.org/wiki/Chef_(film),Comédia,Jon Favreau,,Jon Favreau,Sofía Vergara,Scarlett Johansson,John Leguizamo,Robert Downey,"$11,000,000.00 ","$46,000,000.00 "
Chernobyl Diaries,5/25/12,https://en.wikipedia.org/wiki/Chernobyl_Diaries,Terror,Bradley Parker,,Jonathan Sadowski,Devin Kelley,Jesse McCartney,Olivia Taylor Dudley,Nathan Phillips,"$1,000,000.00 ","$37,200,000.00 "
Child 44,4/17/15,https://en.wikipedia.org/wiki/Child_44_(film),Drama,Daniel Espinosa,,Tom Hardy,Gary Oldman,Joel Kinnaman,Noomi Rapace,Jason Clarke,"$50,000,000.00 ","$13,000,000.00 "
Chronicle,2/3/12,https://en.wikipedia.org/wiki/Chronicle_(film),Ficção científica,Josh Trank,,Dane DeHaan,Michael B. Jordan,Alex Russell,Michael Kelly,,"$12,000,000.00 ","$126,600,000.00 "
Cloud Atlas,10/26/12,https://en.wikipedia.org/wiki/Cloud_Atlas_(film),Drama,Tom Tykwer,Andy Wachowski,Tom Hanks,Jim Sturgess,David Gyasi,Jim Broadbent,Ben Whishaw,"$128,500,000.00 ","$130,500,000.00 "
Cloudy with a Chance of Meatballs 2,9/27/13,https://en.wikipedia.org/wiki/Cloudy_with_a_Chance_of_Meatballs_2,Família,Cody Cameron,Kris Pearn,Anna Faris,Bill Hader,Andy Samberg,Kristen Schaal,James Caan,"$78,000,000.00 ","$274,300,000.00 "
Concussion,12/25/15,https://en.wikipedia.org/wiki/Concussion_(2015_film),Drama,Peter Landesman,,Will Smith,Alec Baldwin,Gugu Mbatha-Raw,Albert Brooks,Paul Reiser,"$57,000,000.00 ","$50,300,000.00 "
Creed,11/25/15,https://en.wikipedia.org/wiki/Creed_(film),Drama,Ryan Coogler,,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Graham McTavish,Tony Bellew,"$40,000,000.00 ","$173,600,000.00 "
Criminal,4/15/16,https://en.wikipedia.org/wiki/Criminal_(2016_film),Ação,Ariel Vromen,,Kevin Costner,Gary Oldman,Tommy Lee Jones,Alice Eve,Gal Gadot,"$31,500,000.00 ","$35,600,000.00 "
Crimson Peak,10/16/15,https://en.wikipedia.org/wiki/Crimson_Peak,Terror,Guillermo del Toro,,Mia Wasikowska,Tom Hiddleston,Charlie Hunnam,Jessica Chastain,Jim Beaver,"$55,000,000.00 ","$74,700,000.00 "
Daddy's Home,12/25/15,https://en.wikipedia.org/wiki/Daddy%2527s_Home_(film),Comédia,Sean Anders,John Morris,Will Ferrell,Mark Wahlberg,Linda Cardellini,,,"$69,000,000.00 ","$240,400,000.00 "
Danny Collins,3/20/15,https://en.wikipedia.org/wiki/Danny_Collins_(film),Comédia,Dan Fogelman,,Al Pacino,Annette Bening,Jennifer Garner,Bobby Cannavale,Christopher Plummer,"$10,000,000.00 ","$8,200,000.00 "
Dark Shadows,5/11/12,https://en.wikipedia.org/wiki/Dark_Shadows_(film),Comédia,Tim Burton,,Johnny Depp,Michelle Pfeiffer,Helena Bonham Carter,Eva Green,Jackie Earle Haley,"$150,000,000.00 ","$245,500,000.00 "
Dark Skies,2/22/13,https://en.wikipedia.org/wiki/Dark_Skies_(film),Terror,Scott Charles Stewart,,Keri Russell,Josh Hamilton,Dakota Goyo,,,"$3,500,000.00 ","$26,400,000.00 "
Dawn of the Planet of the Apes,6/26/14,https://en.wikipedia.org/wiki/Dawn_of_the_Planet_of_the_Apes,Ação,Matt Reeves,,Andy Serkis,Gary Oldman,Jason Clarke,Kodi Smit-McPhee,Keri Russell,"$235,000,000.00 ","$710,600,000.00 "
Dead Man Down,3/8/13,https://en.wikipedia.org/wiki/Dead_Man_Down,Ação,Niels Arden Oplev,,Colin Farrell,Noomi Rapace,Dominic Cooper,Terrence Howard,Wade Barrett,"$30,000,000.00 ","$18,100,000.00 "
Deadpool,2/8/16,https://en.wikipedia.org/wiki/Deadpool_(film),Ação,Tim Miller,,Ryan Reynolds,Gina Carano,T. J. Miller,Ed Skrein,Morena Baccarin,"$58,000,000.00 ","$782,600,000.00 "
Declaration of War,1/27/12,https://en.wikipedia.org/wiki/Declaration_of_War_(film),Romance,Valérie Donzelli,,Valérie Donzelli (director),,,,,"$1,500,000.00 ","$6,500,000.00 "
Deliver Us from Evil,7/2/14,https://en.wikipedia.org/wiki/Deliver_Us_from_Evil_(2014_film),Terror,Scott Derrickson,Paul Harris,Eric Bana,Édgar Ramírez,Olivia Munn,Joel McHale,,"$30,000,000.00 ","$87,900,000.00 "
Despicable Me 2,6/20/13,https://en.wikipedia.org/wiki/Despicable_Me_2,Comédia,Chris Renaud,Pierre Coffin,Steve Carell,Kristen Wiig,Miranda Cosgrove,Dana Gaier,Elsie Fisher,"$76,000,000.00 ","$970,800,000.00 "
Devil's Due,1/17/14,https://en.wikipedia.org/wiki/Devil%2527s_Due_(film),Terror,Matt Bettinelli-Olpin,Tyler Gillett,Allison Miller,Zach Gilford,Sam Anderson,Aimee Carrero,Vanessa Ray,"$7,000,000.00 ","$36,900,000.00 "
Diary of a Wimpy Kid: Dog Days,8/3/12,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Dog_Days_(film),Comédia,David Bowers,,Zachary Gordon,Robert Capron,Rachael Harris,Devon Bostick,Steve Zahn,"$22,000,000.00 ","$77,100,000.00 "
Divergent,3/18/14,https://en.wikipedia.org/wiki/Divergent_(film),Ficção científica,Neil Burger,,Shailene Woodley,Kate Winslet,Theo James,Ansel Elgort,Zoë Kravitz,"$85,000,000.00 ","$288,900,000.00 "
Django Unchained,12/25/12,https://en.wikipedia.org/wiki/Django_Unchained,Ação,Quentin Tarantino,,Christoph Waltz,Jamie Foxx,Leonardo DiCaprio,Samuel L. Jackson,Bruce Dern,"$100,000,000.00 ","$425,400,000.00 "
Dolphin Tale 2,9/12/14,https://en.wikipedia.org/wiki/Dolphin_Tale_2,Família,Charles Martin Smith,,Winter,Hope,Nathan Gamble,Harry Connick,Jr.,"$36,000,000.00 ","$57,800,000.00 "
Don't Breathe,8/26/16,https://en.wikipedia.org/wiki/Don%2527t_Breathe_(2016_film),Suspense,Fede Alvarez,,Dylan Minnette,Stephen Lang,Daniel Zovatto,,,"$9,900,000.00 ","$28,300,000.00 "
Dr. Seuss' The Lorax,3/2/12,https://en.wikipedia.org/wiki/The_Lorax_(film),Família,Chris Renaud,,Danny DeVito,Zac Efron,Taylor Swift,Ed Helms,Rob Riggle,"$70,000,000.00 ","$348,800,000.00 "
Dracula Untold,10/10/14,https://en.wikipedia.org/wiki/Dracula_Untold,Drama,Gary Shore,,Luke Evans,Sarah Gadon,William Houston,Dominic Cooper,Samantha Barks,"$70,000,000.00 ","$217,100,000.00 "
Draft Day,4/7/14,https://en.wikipedia.org/wiki/Draft_Day,Drama,Ivan Reitman,,Kevin Costner,Jennifer Garner,Denis Leary,Frank Langella,Tom Welling,"$25,000,000.00 ","$29,500,000.00 "
Dragon Blade,2/18/15,https://en.wikipedia.org/wiki/Dragon_Blade_(film),Ação,Daniel Lee,,Jackie Chan,Choi Siwon,John Cusack,Adrien Brody,James Lee Guy,"$65,000,000.00 ","$120,000,000.00 "
Dumb and Dumber To,11/14/14,https://en.wikipedia.org/wiki/Dumb_and_Dumber_To,Comédia,Peter Farrelly,Bobby Farrelly,Jim Carrey,Jeff Daniels,Kathleen Turner,Laurie Holden,,"$50,000,000.00 ","$169,800,000.00 "
Earth to Echo,6/14/14,https://en.wikipedia.org/wiki/Earth_to_Echo,Ficção científica,Dave Green,,Astro,Teo Halm,Reese Hartwig,Ella Wahlestedt,,"$13,000,000.00 ","$45,300,000.00 "
Eddie the Eagle,2/26/16,https://en.wikipedia.org/wiki/Eddie_the_Eagle_(film),Drama,Dexter Fletcher,,Taron Egerton,Christopher Walken,Hugh Jackman,,,"$23,000,000.00 ","$46,200,000.00 "
Edge of Tomorrow,5/28/14,https://en.wikipedia.org/wiki/Edge_of_Tomorrow_(film),Ação,Doug Liman,,Tom Cruise,Emily Blunt,,,,"$178,000,000.00 ","$370,500,000.00 "
Elysium,8/9/13,https://en.wikipedia.org/wiki/Elysium_(film),Ficção científica,Neill Blomkamp,,Matt Damon,Jodie Foster,Sharlto Copley,Wagner Moura,Alice Braga,"$115,000,000.00 ","$286,100,000.00 "
Embrace of the Serpent,5/15/15,https://en.wikipedia.org/wiki/Embrace_of_the_Serpent,Aventura,Ciro Guerra,,Jan Bijvoet,Nilbio Torres,Antonio Bolívar,,,"$1,400,000.00 ","$2,800,000.00 "
End of Watch,9/21/12,https://en.wikipedia.org/wiki/End_of_Watch,Ação,David Ayer,,Jake Gyllenhaal,Michael Peña,Anna Kendrick,Frank Grillo,America Ferrera,"$7,000,000.00 ","$48,100,000.00 "
Enough Said,9/20/13,https://en.wikipedia.org/wiki/Enough_Said_(film),Comédia,Nicole Holofcener,,James Gandolfini,Julia Louis-Dreyfus,Toni Collette,Catherine Keener,Ben Falcone,"$8,000,000.00 ","$25,300,000.00 "
Entourage,5/27/15,https://en.wikipedia.org/wiki/Entourage_(film),Comédia,Doug Ellin,,Adrian Grenier,Kevin Connolly,Kevin Dillon,Jerry Ferrara,Jeremy Piven,"$39,000,000.00 ","$49,300,000.00 "
Epic,5/24/13,https://en.wikipedia.org/wiki/Epic_(2013_film),Aventura,Chris Wedge,,Colin Farrell,Josh Hutcherson,Amanda Seyfried,Jason Sudeikis,Christoph Waltz,"$93,000,000.00 ","$268,400,000.00 "
Escape from Planet Earth,2/15/13,https://en.wikipedia.org/wiki/Escape_from_Planet_Earth,Comédia,Cal Brunker,,Brendan Fraser,Rob Corddry,Jessica Alba,William Shatner,Sarah Jessica Parker,"$40,000,000.00 ","$74,600,000.00 "
Evil Dead,4/5/13,https://en.wikipedia.org/wiki/Evil_Dead_(2013_film),Terror,Fede Alvarez,,Jane Levy,Shiloh Fernandez,Lou Taylor Pucci,Jessica Lucas,Elizabeth Blackmore,"$17,000,000.00 ","$97,500,000.00 "
Ex Machina,1/21/15,https://en.wikipedia.org/wiki/Ex_Machina_(film),Ficção científica,Alex Garland,,Domhnall Gleeson,Oscar Isaac,Alicia Vikander,,,"$15,000,000.00 ","$36,900,000.00 "
Eye in the Sky,9/11/15,https://en.wikipedia.org/wiki/Eye_in_the_Sky_(2015_film),Suspense,Gavin Hood,,Helen Mirren,Aaron Paul,Alan Rickman,Barkhad Abdi,,"$13,000,000.00 ","$32,800,000.00 "
Fantastic Four,8/4/15,https://en.wikipedia.org/wiki/Fantastic_Four_(2015_film),Ação,Josh Trank,,Miles Teller,Michael B. Jordan,Kate Mara,Jamie Bell,Toby Kebbell,"$120,000,000.00 ","$168,000,000.00 "
Fast & Furious 6,5/17/13,https://en.wikipedia.org/wiki/Fast_%2526_Furious_6,Ação,Justin Lin,,Vin Diesel,Dwayne Johnson,Paul Walker,Michelle Rodriguez,Jordana Brewster,"$160,000,000.00 ","$788,700,000.00 "
Flight,11/2/12,https://en.wikipedia.org/wiki/Flight_(2012_film),Drama,Robert Zemeckis,,Denzel Washington,Brian Geraghty,Nadine Velazquez,Bruce Greenwood,John Goodman,"$31,000,000.00 ","$161,800,000.00 "
Florence Foster Jenkins,4/27/16,https://en.wikipedia.org/wiki/Florence_Foster_Jenkins_(film),Biografia,Stephen Frears,,Meryl Streep,Hugh Grant,Simon Helberg,Nina Arianda,Rebecca Ferguson,"$19,000,000.00 ","$31,700,000.00 "
Frances Ha,5/17/13,https://en.wikipedia.org/wiki/Frances_Ha,Drama,Noah Baumbach,,Greta Gerwig,Charlotte d'Amboise,Adam Driver,Grace Gummer,Patrick Heusinger,"$3,000,000.00 ","$11,300,000.00 "
Free State of Jones,6/16/16,https://en.wikipedia.org/wiki/Free_State_of_Jones_(film),Drama,Gary Ross,,Matthew McConaughey,Gugu Mbatha-Raw,Keri Russell,Mahershala Ali,,"$50,000,000.00 ","$21,200,000.00 "
Friends with Kids,3/9/12,https://en.wikipedia.org/wiki/Friends_with_Kids,Comédia,Jennifer Westfeldt,,Adam Scott,Jennifer Westfeldt,Jon Hamm,Kristen Wiig,Maya Rudolph,"$10,000,000.00 ","$12,200,000.00 "
Fun Size,10/26/12,https://en.wikipedia.org/wiki/Fun_Size,Comédia,Josh Schwartz,,Victoria Justice,Jane Levy,Thomas McDonell,Thomas Mann,Chelsea Handler,"$14,000,000.00 ","$11,400,000.00 "
